file_name,f0_mean,f0_std,centroid_mean,zcr_mean,gender,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19
6185290064584765935.wav,136.135,46.328,969.936,0.089,male,98.227,-18.278,20.896,0.224,1.626,3.008,-4.565,2.516,-1.756,-2.754,-0.436,1.373,-0.296,-1.039,1.472,0.057,-1.066,-0.395,-0.37
13172744044449044379.wav,158.303,48.631,965.681,0.075,female,90.082,-7.866,32.405,-2.515,-4.696,-6.209,-3.113,-0.823,-0.253,-3.805,-7.003,2.899,-4.405,-1.129,-0.924,-3.035,0.712,-2.721,-1.718
1337534707834788465.wav,155.239,29.862,780.264,0.069,male,111.409,-7.642,4.03,7.669,-7.239,-2.218,-3.658,-3.839,1.978,-0.192,-3.501,-0.005,0.685,-1.6,-0.522,-0.876,-2.88,-3.208,-3.109
15510361736868938720.wav,155.301,52.48,1002.199,0.102,male,102.268,-30.139,-3.477,4.892,-8.841,-0.583,-6.989,-7.844,-0.389,-2.848,-4.916,-2.172,-1.356,-2.687,-1.321,-0.58,-2.411,-0.953,0.833
11088809290989390479.wav,212.109,64.513,887.292,0.068,female,97.336,-13.43,25.216,1.873,-16.831,0.651,-2.425,-3.443,-2.955,-5.513,-3.077,-5.111,-7.912,-4.861,-5.198,-5.837,-4.762,-5.24,-3.671
13360945580814610646.wav,220.221,51.508,731.447,0.059,female,96.871,-1.854,9.766,-1.61,-8.946,-3.924,-12.846,-10.728,-3.716,-5.099,-9.333,-5.818,-4.143,-6.491,-4.184,-4.118,-5.367,-6.443,-6.659
10231539121778108560.wav,194.012,56.722,1075.533,0.084,female,72.784,-7.705,18.245,-5.527,-7.148,-5.793,-6.599,-2.038,-0.361,-3.254,-4.09,-1.049,-5.762,-3.092,-3.044,-3.459,-2.123,-4.58,-2.657
17092871588899178500.wav,205.226,59.708,1048.113,0.084,female,70.068,-6.432,12.996,-7.932,-9.068,-7.43,-8.777,-2.707,-0.974,-4.032,-3.91,-0.58,-6.179,-3.462,-2.695,-4.6,-1.868,-4.901,-4.13
16722182775561867694.wav,156.619,41.65,989.785,0.082,female,88.293,-6.507,29.177,-1.053,-7.567,2.925,-2.987,-10.806,-1.669,-1.958,-2.785,4.364,-4.802,-1.173,-0.092,-2.147,0.986,-2.414,-1.992
15459331000209158997.wav,163.841,69.778,837.923,0.077,male,111.387,-19.681,2.139,6.509,-7.548,1.793,-5.124,-9.678,-2.596,-4.038,-8.541,-5.591,-1.973,-2.29,-0.727,0.209,-1.614,-1.047,-0.379
13120202448559687944.wav,149.554,26.523,735.574,0.055,male,99.168,-0.426,30.703,7.801,-0.21,-1.501,-7.789,-0.704,0.743,0.162,-3.509,0.758,1.317,-3.906,0.537,-0.868,-1.169,3.13,-2.03
14617349502588767297.wav,203.706,71.271,979.0,0.075,female,73.869,0.272,15.061,-13.055,-11.451,-4.521,-6.071,-1.982,-2.071,-5.753,-3.544,-0.657,-5.305,-0.213,-2.503,-4.555,-2.128,-4.895,-2.628
13409654014110893267.wav,223.241,51.746,1067.815,0.09,female,87.248,-25.057,17.889,-0.041,-12.274,-5.411,-5.381,-5.036,-8.849,-6.876,-4.452,-0.94,-4.093,-3.283,-0.073,-5.009,-5.512,-4.698,-5.106
14469953903588264619.wav,144.764,27.635,755.642,0.058,male,103.897,-4.603,22.503,16.929,-8.426,0.868,-0.512,-10.099,-0.002,3.582,-6.471,0.324,3.182,-4.666,0.403,1.553,-2.442,-0.25,-1.28
17411281222801420881.wav,197.536,47.366,962.627,0.075,female,86.928,-6.387,12.855,-4.477,-3.03,-1.232,-6.7,-6.022,-2.17,-3.899,-3.806,-0.095,-5.372,-3.667,-3.599,-4.844,-3.362,-5.0,-4.284
17269162732746245882.wav,214.344,45.072,1032.576,0.08,female,76.518,-5.484,17.982,-8.958,-15.674,-11.389,-9.915,-3.324,-2.098,-3.117,-3.316,-1.61,-6.425,-2.49,-2.431,-4.565,-1.879,-5.884,-4.764
6039132123701288043.wav,174.432,66.98,942.79,0.096,male,100.401,-23.49,-8.928,-1.263,-6.617,0.154,-7.993,-8.787,-1.209,-1.748,-5.617,-3.969,-1.186,-1.879,-0.479,0.092,-0.881,-0.479,-0.896
Voice953.wav,202.366,65.711,833.914,0.055,female,91.822,-9.325,29.837,9.578,-4.978,0.621,-6.188,-3.416,-5.392,-6.19,-3.281,-4.33,-3.774,-1.678,-3.132,-6.021,-4.018,-3.187,-3.676
16244683996392518480.wav,202.257,54.02,1122.402,0.086,female,75.697,-13.423,16.992,-10.009,-8.811,-7.096,-7.583,-2.727,-0.338,-2.448,-3.95,-1.226,-6.877,-3.317,-3.89,-4.202,-1.995,-4.595,-3.315
16419588964079844203.wav,145.916,32.798,639.838,0.05,male,107.927,7.03,10.179,4.682,-1.697,-0.432,-7.709,-3.985,2.511,0.962,-4.249,0.048,4.387,-2.269,-1.306,0.968,-3.259,-1.654,-0.633
16697140407439777803.wav,192.993,43.356,882.737,0.071,female,88.494,-3.488,19.229,-0.832,-11.469,-3.465,-5.457,-5.27,-3.297,-3.068,-3.025,-0.432,-5.053,-4.91,-1.685,-3.689,-2.39,-3.075,-3.814
16077803556324383343.wav,156.11,47.187,1001.569,0.075,female,88.249,-9.286,32.598,0.886,-7.482,-4.962,-2.631,-2.973,0.593,-1.305,-4.452,3.856,-2.939,-0.821,-2.479,-4.166,2.356,-2.953,-3.761
11630680871281515313.wav,192.01,52.013,1053.238,0.086,female,90.393,-18.17,26.338,-6.923,-14.458,0.906,-7.639,-3.683,1.615,-4.604,-3.414,-2.346,-4.025,-2.171,-4.996,-4.416,-4.017,-5.116,-3.386
18072040192322165939.wav,147.015,27.99,713.827,0.055,male,107.712,0.12,22.166,2.152,-4.257,0.43,-3.176,1.089,-1.732,-1.77,0.743,0.177,-1.867,-3.14,-0.783,-0.905,-3.578,-0.993,-0.89
7481011652914613078.wav,133.569,15.901,732.141,0.052,male,110.648,-12.968,36.173,10.771,-1.34,-0.427,-5.516,1.477,-0.035,0.265,-0.525,1.077,0.411,-3.738,-0.629,1.297,0.095,1.684,-0.654
Voice793.wav,216.397,52.391,846.886,0.06,female,88.665,-11.795,16.616,12.4,-1.862,0.089,-7.727,-3.911,-2.56,-6.489,-2.204,-2.623,-8.8,-7.327,-5.057,-6.602,-3.658,-4.261,-6.112
10041891502270810926.wav,165.729,53.856,865.136,0.082,male,103.029,-15.581,-4.52,4.539,-11.816,-4.725,-5.279,-9.922,-1.12,-0.074,-4.279,-1.283,-0.828,-2.74,-1.755,-2.029,-2.254,-0.952,-1.121
17884803276174523231.wav,208.831,51.285,1086.391,0.085,female,73.276,-7.173,14.199,-15.757,-12.674,-5.638,-7.367,-3.098,-0.5,-3.388,-4.159,-0.501,-5.569,-2.766,-3.904,-5.165,-2.944,-5.78,-3.897
1776203667591796753.wav,155.527,45.748,816.262,0.07,male,83.801,0.742,7.719,6.362,-7.112,-2.094,-1.352,-2.343,0.025,-0.953,-2.509,-0.372,0.812,-1.612,-1.058,-0.343,-3.384,-4.468,-3.476
1935414212322104438.wav,139.353,30.034,1009.293,0.083,male,90.873,-8.984,31.02,1.168,-1.972,-0.34,-7.119,0.738,-1.15,-0.955,-1.74,0.73,0.302,-3.057,-0.533,-3.359,-2.553,-0.048,-2.372
Voice139.wav,165.41,32.919,690.795,0.049,male,88.824,0.947,26.756,10.475,-6.151,5.598,-1.83,-5.311,-1.922,-3.326,-3.794,-1.809,-0.276,-3.375,-3.272,-1.4,-3.37,-2.157,-2.498
3825634075963695448.wav,134.919,23.827,760.27,0.053,male,104.9,-2.45,25.983,3.027,-1.433,0.965,-3.958,3.165,-0.689,-1.696,0.202,0.633,-1.266,-2.473,0.501,-1.036,-3.575,-0.624,-1.178
12457800042590199572.wav,150.093,61.402,951.266,0.09,male,96.247,-17.717,5.145,6.016,-10.408,-1.869,-5.134,-6.728,-1.738,-0.849,-1.183,-1.638,-0.496,-1.193,-1.72,-0.439,-1.768,-1.045,0.964
15236953360323806204.wav,136.349,28.536,908.673,0.076,male,96.047,-6.311,31.49,5.163,-2.389,1.786,-9.236,0.25,0.435,-0.47,2.334,-0.031,0.79,-1.482,-1.496,-0.914,-3.901,-1.822,-0.566
7249124688426210883.wav,180.716,58.038,978.462,0.096,male,93.69,-22.124,0.842,5.525,-11.413,-3.142,-5.182,-8.558,-2.756,-2.051,-3.662,-2.569,-2.061,-1.844,-2.206,-2.497,-1.722,-2.365,-1.762
15995839317046913519.wav,217.506,44.031,804.429,0.058,female,99.614,-15.371,19.469,8.511,-13.412,-4.81,-11.8,-14.226,-4.062,-4.868,-8.628,-0.154,-2.016,-6.452,-0.92,-3.5,-6.255,-4.959,-6.571
10368383199534314884.wav,142.145,17.251,698.441,0.049,male,101.086,3.242,29.658,8.893,1.287,2.656,-10.666,-3.005,6.184,-1.346,-5.775,3.554,0.183,-5.948,0.45,-0.063,-0.741,2.043,-1.123
14042786923742477780.wav,146.207,28.771,997.71,0.089,male,85.413,-19.708,16.183,5.372,-8.566,6.757,-4.258,-3.46,2.276,-2.041,-0.387,-0.362,-0.434,-0.746,-1.284,-0.274,-1.572,-0.954,-0.58
Voice14.wav,194.983,61.899,1148.9,0.077,female,88.337,-29.378,34.829,4.431,-2.033,5.365,-5.825,2.312,0.149,-4.472,-5.495,-2.483,-4.357,-3.955,-1.921,-6.421,-3.691,-2.836,-4.44
5606487478984742796.wav,143.43,35.902,587.052,0.04,male,91.379,15.812,16.424,7.979,0.222,2.038,-2.171,-2.454,-0.41,0.344,-2.865,-0.867,3.145,-1.457,-1.149,0.484,-3.045,-1.369,-0.461
3239850666236137825.wav,163.93,59.163,947.236,0.087,male,93.359,-16.757,5.483,3.888,-15.172,-4.25,-3.019,-7.486,-2.529,1.783,-3.133,-4.466,-0.1,-2.885,-2.295,0.605,-2.634,-1.904,-0.285
10034488112189483382.wav,200.226,54.355,1043.866,0.081,female,75.908,-6.412,18.636,-10.805,-16.644,-6.065,-7.392,-2.317,-0.554,-5.065,-3.097,-1.799,-7.108,-1.269,-2.316,-3.745,-1.405,-5.38,-3.701
Voice882.wav,196.118,63.497,724.136,0.048,female,83.563,2.378,27.168,15.053,-2.59,0.595,-6.909,-7.898,-5.349,-9.565,-6.047,0.328,-3.164,-3.678,-4.475,-6.361,-2.934,-3.944,-3.704
2155305604552474780.wav,138.161,19.555,812.166,0.06,male,98.063,-5.739,31.352,8.398,-0.768,4.258,-5.557,-0.983,0.096,-0.516,-0.962,0.318,0.525,-1.664,-0.209,0.274,0.566,1.61,-1.512
18432622560917226191.wav,128.237,47.531,933.461,0.073,male,84.357,-2.49,27.843,2.155,-8.354,0.521,-2.185,-0.081,0.078,-1.169,-0.251,0.328,-0.744,-0.934,-1.354,-0.271,0.118,0.105,0.565
13634637372439758717.wav,160.094,44.303,661.213,0.051,male,101.851,9.373,15.348,4.902,-5.509,0.864,-4.018,-5.977,-2.067,0.235,-3.852,-2.341,3.051,-2.152,-2.317,0.434,-3.096,-1.749,-0.821
12517365804407012461.wav,229.725,58.331,922.262,0.077,female,94.493,-16.299,19.128,-0.167,-14.612,0.571,-3.685,-4.255,-4.388,-4.349,-2.186,-5.67,-6.848,-5.62,-5.746,-4.957,-4.992,-5.343,-3.788
8982374674064367075.wav,124.681,17.33,678.898,0.046,male,116.841,-11.66,31.44,4.629,7.329,2.233,-5.681,6.399,-0.076,2.638,-2.478,-1.651,1.597,-5.514,-0.153,1.032,-2.595,2.116,0.078
2124047096219974303.wav,138.087,23.485,731.983,0.054,male,110.265,-7.61,17.482,4.356,-1.8,3.421,-6.055,0.18,0.877,-1.121,0.162,0.199,-0.699,-4.172,-1.373,-0.946,-2.52,0.294,-1.785
168185926972093110.wav,154.272,35.463,767.726,0.066,male,90.193,-2.798,10.027,10.934,-7.4,-3.719,-0.131,-4.376,-2.787,1.394,-2.051,-0.56,2.883,-1.554,-2.135,-1.833,-3.322,-2.031,-2.466
Voice922.wav,197.179,63.292,817.306,0.06,female,82.57,-2.818,23.373,12.397,2.187,4.057,-3.567,-2.796,-2.453,-8.596,-5.777,-0.487,-4.681,-3.835,-4.115,-6.443,-4.183,-5.84,-4.482
Voice915.wav,181.152,61.381,852.497,0.053,female,92.743,-13.116,32.805,8.915,-2.939,3.038,-5.572,-0.766,-2.054,-8.808,-3.616,1.412,-4.75,-2.638,-3.903,-6.677,-2.612,-4.761,-1.878
2308400076937209016.wav,140.491,33.057,890.423,0.079,male,73.513,3.195,8.539,6.957,-4.866,-1.212,1.444,-4.099,-3.616,1.617,-0.23,0.183,1.214,-0.936,0.215,-0.455,-1.701,-1.377,-1.966
15376029470510065084.wav,219.46,40.69,800.506,0.057,female,95.662,-12.37,16.792,6.546,-14.55,-6.196,-10.745,-13.289,-5.043,-7.43,-10.647,-0.334,-2.853,-7.844,-1.891,-5.823,-8.072,-5.168,-7.029
15230632230692523671.wav,192.307,49.067,807.874,0.066,female,89.507,2.777,18.075,-4.182,-8.897,-3.309,-6.214,-7.711,-2.55,-0.78,-2.432,-0.06,-6.162,-4.214,-3.237,-3.677,-0.964,-3.724,-2.252
Voice755.wav,210.018,54.482,766.785,0.056,female,95.866,-6.775,21.329,14.467,-3.834,-5.24,-6.384,-5.557,-1.605,-1.338,-2.84,-1.323,-10.191,-8.131,-1.965,-6.492,-3.641,-3.619,-4.278
14039787719338322031.wav,133.74,27.795,772.018,0.053,male,104.017,-10.977,38.291,11.075,-1.386,1.929,-4.712,0.494,0.802,0.986,-1.865,0.042,0.093,-2.278,-0.607,0.203,1.026,0.971,-1.0
9379210417900971152.wav,131.496,17.334,674.21,0.048,male,123.071,-6.778,19.055,3.295,-0.445,3.545,-7.864,3.11,1.56,0.489,2.017,-1.239,0.69,-2.307,0.232,0.31,-3.153,1.057,-0.915
Voice100.wav,170.261,38.871,921.945,0.069,male,91.78,-17.86,28.004,7.965,-8.455,5.555,-4.174,-2.79,-2.69,-5.923,-2.902,-3.02,-1.875,-3.333,-2.776,-0.557,-3.609,-2.262,-2.308
14842554694393266885.wav,151.274,58.419,888.248,0.084,male,95.644,-12.685,0.92,8.66,-9.905,-3.476,-2.807,-7.863,-1.628,-0.572,-4.101,-2.158,-0.54,-2.19,-1.655,-0.254,-1.175,-0.356,0.917
16157079227596577180.wav,222.512,60.586,954.332,0.08,female,97.641,-18.734,16.737,-0.461,-13.478,2.645,-2.239,-4.55,-2.632,-3.911,-4.067,-3.969,-7.101,-5.962,-3.67,-6.079,-4.557,-3.542,-4.183
Voice883.wav,198.166,63.246,790.692,0.058,female,86.869,-2.029,27.768,12.962,-3.875,-0.048,-6.473,-5.548,-5.959,-10.366,-5.019,0.864,-3.749,-4.363,-4.775,-6.583,-2.413,-3.472,-3.294
10303594905611388028.wav,213.053,60.193,1041.434,0.077,female,71.413,-1.606,16.051,-11.72,-9.508,-8.429,-10.34,-0.458,-0.686,-4.832,-3.704,-1.199,-4.796,-0.838,-0.781,-4.076,-3.052,-5.235,-3.927
3656590724063601182.wav,157.92,61.787,973.613,0.092,male,99.038,-23.326,1.892,6.664,-7.808,2.129,-4.896,-9.183,-1.276,-2.664,-5.929,-2.061,-0.486,-3.061,-1.683,-1.122,-3.111,-1.604,-0.615
5402918903784705047.wav,136.794,39.026,717.073,0.065,male,101.246,0.988,0.239,8.74,-3.816,-2.978,-5.119,-8.549,-2.914,-2.042,-3.605,-1.484,-0.423,-0.395,-1.176,-2.32,-1.947,-1.623,-1.781
15098852254542813747.wav,126.914,20.725,671.679,0.044,male,118.113,-13.41,32.486,6.894,3.234,3.28,-6.615,4.155,0.536,1.373,-2.621,-0.537,2.251,-5.171,0.507,1.033,-2.451,1.115,-0.259
14987404997969191961.wav,156.544,39.727,845.009,0.073,male,92.917,-5.021,10.151,11.392,-6.911,-4.702,-0.564,-3.123,-2.939,0.526,-0.251,1.85,1.373,-3.538,-0.668,-0.006,-3.475,-2.105,-2.384
15103686709941278971.wav,205.502,44.983,1044.031,0.083,female,83.224,-11.954,17.081,-8.249,-9.49,-7.785,-9.116,-3.395,0.535,-5.055,-5.965,-0.898,-7.127,-2.778,-2.804,-4.073,-1.301,-5.394,-3.844
Voice880.wav,198.284,61.01,707.369,0.042,female,89.451,1.487,30.16,12.808,1.513,5.508,-6.667,-2.183,-4.021,-10.641,-4.388,-1.176,-3.158,-3.625,-4.897,-3.886,-1.6,-3.655,-2.844
Voice1009.wav,195.805,57.497,861.076,0.059,female,92.784,-13.908,18.925,13.517,2.25,1.54,-9.519,-4.065,-1.258,-6.465,-1.444,-0.043,-8.346,-6.99,-2.722,-4.853,-4.985,-3.646,-3.757
14193472993338069585.wav,161.463,37.345,778.553,0.071,male,108.017,-4.761,2.284,6.817,-4.231,-2.614,-1.75,-5.156,-1.506,2.003,-4.254,-0.591,3.579,-3.192,-3.05,-0.291,-2.629,-3.597,-2.578
8159922465694884860.wav,131.543,21.657,1018.373,0.08,male,91.464,-12.637,33.695,9.519,0.385,1.609,-2.954,-3.352,0.267,1.184,-2.438,1.199,-0.042,-2.738,0.964,-2.854,-2.296,1.008,-1.567
6213521599832331997.wav,156.733,46.229,869.123,0.077,male,86.643,-0.111,4.706,0.847,-5.606,1.36,-3.273,-6.303,-1.738,1.203,-0.529,0.03,1.534,-1.123,-1.518,-1.647,-2.211,-1.254,-2.983
12508403211712683988.wav,142.652,19.248,656.47,0.043,male,106.301,-0.084,25.073,11.701,0.577,1.591,-8.906,-2.355,3.637,-1.103,-3.15,2.074,-0.065,-4.564,-0.111,-0.736,-0.415,1.756,-1.537
11033283312816619476.wav,158.962,35.768,860.629,0.077,male,96.044,-6.981,7.096,7.932,-8.623,-3.608,2.528,-6.582,-4.612,2.879,-2.751,0.907,1.176,-3.663,0.173,-1.782,-4.323,-2.095,-2.678
10975406134515563469.wav,207.267,52.191,1149.904,0.089,female,74.389,-11.164,19.812,-13.357,-13.91,-5.829,-6.383,-1.736,-1.181,-5.337,-4.442,-2.907,-8.058,-0.43,-2.576,-4.695,-2.699,-5.335,-3.658
9628384618063265574.wav,144.886,23.366,765.388,0.05,male,106.025,-6.19,23.07,0.96,-5.58,7.692,-6.831,-2.21,2.925,-0.942,-1.182,-0.214,-0.791,-3.097,-0.65,-1.534,-3.323,-0.133,-1.198
Voice539.wav,198.306,50.446,835.444,0.063,female,90.257,-9.21,18.316,9.146,-5.225,-0.554,-4.726,-3.381,-1.993,-3.482,-5.407,-5.692,-4.561,-2.152,-3.171,-7.382,-4.096,-1.764,-3.82
Voice42.wav,198.014,63.647,1232.5,0.1,female,77.869,-24.099,29.988,-0.092,-0.996,5.455,-8.226,2.577,-1.376,-7.786,-4.075,-1.201,-3.466,-4.016,-3.42,-5.688,-3.876,-3.586,-4.172
11544590253434314685.wav,215.152,100.847,919.289,0.071,female,78.4,-16.868,15.382,1.674,-4.763,3.066,-4.94,-1.553,-1.676,-4.79,-3.263,-3.788,-4.77,-3.315,-3.482,-3.856,-3.493,-3.182,-0.706
15357451479290836423.wav,225.196,40.212,836.367,0.063,female,97.243,-16.59,20.757,4.294,-16.971,-9.317,-9.42,-8.984,-5.217,-6.352,-10.082,-2.367,-4.293,-8.874,-4.051,-4.81,-6.467,-5.878,-5.124
14643424567760539474.wav,160.146,58.669,922.745,0.087,male,89.179,-14.626,3.804,2.06,-11.363,-3.429,-3.878,-6.011,-4.056,-1.941,-3.236,-1.859,1.371,-1.649,-1.529,0.676,-2.042,-2.262,-1.032
Voice923.wav,192.314,48.932,776.24,0.056,female,92.507,-4.842,21.609,15.481,2.109,1.594,-4.889,-3.118,-3.745,-6.334,-4.349,-1.041,-2.512,-3.058,-3.344,-5.707,-4.02,-4.985,-4.088
8499412570772779048.wav,144.054,22.235,639.859,0.041,male,108.549,1.347,26.22,9.564,-0.216,3.498,-10.288,-1.936,6.215,-2.623,-4.431,3.348,-0.528,-6.034,0.076,0.337,-0.206,2.214,-1.15
2970716579105939292.wav,146.648,22.588,740.772,0.054,male,100.601,-3.744,20.911,13.328,-2.418,1.638,-5.401,-4.247,1.699,-0.371,-2.425,-0.067,-1.006,-2.405,-1.598,-1.171,1.774,0.793,-2.901
16385478589281954997.wav,210.099,58.948,912.492,0.076,female,92.356,-12.805,17.711,3.061,-11.49,-1.776,-6.242,-2.455,-4.483,-8.003,0.345,-3.268,-7.006,-1.93,-4.588,-5.4,-3.621,-4.83,-3.968
3029625502969285490.wav,135.977,21.506,738.067,0.055,male,107.084,1.157,25.516,0.677,-0.048,2.991,-5.451,2.028,2.02,-0.631,-0.739,2.17,-1.539,-3.027,1.021,-1.889,-2.639,-0.38,-0.989
Voice78.wav,164.244,32.691,798.655,0.052,male,91.151,-6.879,22.179,7.413,0.727,6.469,-1.304,-0.299,0.809,-1.525,-4.797,0.402,0.187,-6.977,-2.678,-1.606,-5.271,-2.37,-2.289
8738130607098278478.wav,164.023,40.663,815.601,0.072,male,107.362,-9.978,5.02,11.775,-5.882,-5.434,-2.014,-3.65,-3.096,0.426,-0.695,1.512,1.084,-3.895,0.001,-0.163,-4.144,-1.654,-2.806
4319211487557231122.wav,152.702,53.209,763.651,0.066,male,102.615,-5.667,7.155,5.239,-9.155,-0.408,-3.289,-9.799,-5.48,-1.986,-6.643,-7.327,-2.306,-2.264,-0.624,0.564,-2.767,-0.187,1.247
Voice717.wav,204.556,58.703,830.056,0.058,female,95.961,-11.061,19.051,13.794,0.255,-1.95,-6.921,-6.976,-4.582,-1.511,-1.501,-2.973,-6.623,-5.999,-5.336,-5.194,-3.386,-5.897,-4.786
3766975744751544369.wav,158.852,46.85,1070.723,0.103,male,93.006,-27.98,12.305,1.834,-16.47,-0.54,-6.065,-6.959,-2.278,-1.232,-1.534,-2.659,-0.356,-1.815,-2.309,-0.516,-2.688,-2.284,0.079
Voice828.wav,209.553,69.574,876.466,0.066,female,88.183,-9.737,24.63,3.362,-5.138,1.729,-6.215,-2.209,0.849,-2.73,-3.104,-2.599,-7.884,-4.591,-1.176,-5.545,-4.849,-3.563,-2.777
2815242840872411355.wav,147.975,27.121,691.289,0.052,male,105.309,3.359,16.066,0.595,-2.094,1.828,-6.012,0.187,1.208,-0.812,-0.607,-0.468,-1.991,-3.186,-0.118,-1.432,-4.219,-0.573,-0.292
15243658816254219189.wav,194.357,61.433,959.274,0.079,female,92.588,-18.684,15.455,-2.667,-8.896,-3.45,-8.215,-4.252,-7.372,-3.078,-2.577,-1.764,-0.348,-4.485,-1.327,-3.149,-5.149,-2.556,-3.604
16143360059455702581.wav,150.879,43.747,845.726,0.072,male,98.452,-3.512,4.171,12.707,-3.098,-4.577,1.958,-3.692,-4.152,2.355,0.333,1.16,1.066,-1.039,1.277,0.092,-2.432,-1.509,-2.009
Voice787.wav,190.679,57.471,799.226,0.052,female,84.906,-3.944,24.16,13.159,1.28,-1.21,-5.264,-1.705,-5.828,-5.303,-0.132,-1.222,-5.653,-4.296,-4.87,-6.035,-2.647,-4.545,-5.025
11552851681308590686.wav,211.895,54.055,1052.145,0.083,female,72.05,-5.858,16.977,-12.526,-17.186,-7.473,-9.148,-1.914,0.116,-4.498,-2.689,-1.663,-7.064,-2.443,-2.539,-3.773,-2.145,-5.86,-4.081
12312230266040505764.wav,216.682,46.696,936.907,0.074,female,91.4,-18.893,15.044,2.3,-11.769,-5.503,-7.087,-7.105,-8.794,-5.965,-3.716,-0.441,-1.608,-2.776,0.229,-3.748,-4.878,-3.737,-5.611
15204991507134114851.wav,232.972,43.923,822.705,0.062,female,97.155,-15.514,15.342,-1.356,-17.314,-6.825,-7.471,-9.641,-5.798,-5.53,-8.786,-2.788,-6.231,-8.433,-4.375,-6.141,-6.408,-7.203,-5.144
17087576174429639779.wav,231.617,45.986,882.941,0.067,female,93.262,-15.892,21.866,4.443,-17.959,-6.924,-6.434,-10.031,-6.402,-4.563,-6.644,-4.465,-6.998,-6.176,-3.354,-5.912,-6.497,-5.74,-6.38
17185246103376166592.wav,201.534,50.354,1130.313,0.09,female,74.076,-10.752,19.258,-8.532,-11.348,-6.541,-7.328,-3.015,-0.37,-3.257,-4.841,-1.715,-6.103,-4.034,-2.864,-3.908,-2.773,-4.298,-3.771
15943828108400452330.wav,207.972,51.699,1034.75,0.077,female,73.142,-4.194,22.755,-6.681,-12.727,-9.424,-9.216,-3.513,-0.723,-2.376,-4.089,-0.432,-5.966,-3.003,-2.366,-5.981,-2.812,-5.057,-4.009
12752047357620136090.wav,211.577,48.48,878.453,0.065,female,96.916,-13.483,17.541,3.173,-14.819,-0.436,-0.733,-3.462,-3.648,-4.093,-2.838,-4.209,-5.351,-4.668,-5.997,-5.182,-4.339,-5.187,-3.875
14858905531577149038.wav,167.938,53.562,967.262,0.082,female,90.941,-6.286,22.719,-8.105,-4.512,2.591,-8.207,-3.605,-1.101,-5.214,-4.824,-0.043,-3.648,-2.171,-0.846,-2.19,0.856,-1.742,-2.244
10294324417719241204.wav,145.105,37.228,808.986,0.074,male,111.548,-5.279,2.656,12.877,-6.863,-5.333,3.763,-3.155,-2.746,2.012,0.566,2.506,1.421,-0.894,1.306,0.308,-2.556,-0.843,-0.827
17560146772901458424.wav,144.377,24.6,706.567,0.05,male,106.627,-2.232,28.84,8.703,-1.955,-0.783,-6.022,0.459,1.635,-0.083,-3.381,0.143,0.219,-3.115,0.477,-1.334,0.508,1.932,-2.995
17979555858746621647.wav,166.483,56.959,851.603,0.079,male,109.644,-15.978,-5.108,7.511,-7.536,-5.074,-3.649,-7.836,-2.342,0.358,-3.857,-0.155,0.595,-2.928,-0.972,-2.134,-3.373,-0.936,-1.364
14851864293222017026.wav,212.554,74.3,964.064,0.075,female,87.993,-16.43,24.958,0.965,-13.765,-0.14,-5.809,-2.84,-3.562,-5.824,-1.186,-4.308,-7.279,-3.307,-5.284,-6.349,-3.804,-4.701,-3.489
11146402216857136225.wav,160.372,48.397,1027.194,0.085,female,86.233,-9.057,28.686,-3.087,-5.894,-1.803,0.186,-2.965,-0.122,-6.615,-5.338,3.8,-4.978,0.84,-3.158,-4.952,0.956,-0.797,0.069
13257976948339466029.wav,147.386,57.891,821.577,0.082,male,105.284,-9.959,-2.913,1.054,-4.727,-0.267,-6.866,-6.742,-2.407,-2.431,-3.388,-2.712,0.322,-0.681,-1.576,0.136,-1.332,-1.233,0.562
12831538530231056718.wav,132.976,21.335,805.114,0.055,male,114.849,-17.273,32.565,7.746,2.672,2.058,-6.279,3.345,-2.847,-0.584,-1.972,-1.581,1.392,-5.185,-0.254,1.784,-1.538,0.789,0.047
Voice826.wav,206.343,59.277,857.425,0.065,female,91.08,-10.388,22.918,7.4,-4.979,-2.133,-8.181,-5.417,-0.433,-2.783,-4.48,-3.499,-7.807,-6.029,-4.094,-5.858,-4.735,-5.906,-4.795
3210897087835758975.wav,154.675,19.082,780.914,0.058,male,99.867,-3.115,26.743,5.505,-1.739,2.252,-10.479,-2.522,5.237,-0.893,-4.613,0.95,-0.685,-5.251,-0.339,-0.147,-1.343,0.877,-1.736
1531368721485344226.wav,139.567,26.671,784.022,0.061,male,102.942,-0.404,23.144,-1.081,-0.371,0.038,-5.374,1.022,-0.277,0.173,-4.148,1.587,0.905,-5.29,1.793,-1.838,-4.645,1.048,-1.815
Voice144.wav,169.383,36.32,814.541,0.054,male,80.907,-6.82,21.811,10.405,-1.123,3.693,-1.244,-2.935,-3.662,-1.024,-4.205,-3.08,-0.207,-4.946,-2.092,-1.039,-4.334,-2.78,-2.774
